Location_ID,Location_Name,Location_Short_Name,Location_Interactive_Name,Address1,City,Province_CD,Postal_Code,Country_CD,Is_VIP,Is_Outtakes,Is_Licensed_Bar,Is_Licensed_Lounge
7298,CPX Empress Walk,CPX Empress Walk,Cineplex Cinemas Empress Walk,5095 Yonge St.,Toronto,ON,M2N 6Z4,CA,0,1,1,0
7303,CPX Kanata,CPX Kanata,Cineplex Cinemas Kanata,801 Kanata Avenue,Kanata,ON,K2T 1E7,CA,0,0,0,0
7304,Bayfield Cinemas,Bayfield Cinemas,Bayfield Cinemas,320 Bayfield St,Barrie,ON,L4M 3C1,CA,0,0,0,0
7310,CPX Whitby,CPX Whitby,Cineplex Cinemas Whitby,75 Consumers Drive,Whitby,ON,L1N 9S2,CA,0,0,0,0
7311,CPX Lansdowne & VIP,CPX Lansdowne & VIP,Cineplex Cinemas Lansdowne and VIP,325 Marche Way,Ottawa,ON,K1S 5J3,CA,1,0,1,1
7312,CPX Pickering & VIP,CPX Pickering & VIP,Cineplex Cinemas Pickering and VIP,1355 Kingston Road,Pickering,ON,L1V 1B8,CA,1,1,1,1
7400,CPX Yonge-Eglinton and VIP,CPX Yonge-Eglinton,Cineplex Cinemas Yonge-Eglinton and VIP,2300 Yonge Street,Toronto,ON,M4P 1E4,CA,1,1,1,1
7401,SilverCity Empress Walk,SC N. York,SilverCity North York at Empress Walk,5095 Yonge Street,North York,ON,M2N 6C6,CA,0,0,0,0
7402,SBNK Toronto,Scotia Toronto,Scotiabank Theatre Toronto,259 Richmond Street West,Toronto,ON,M5V 3M6,CA,0,1,1,1
7403,FP Canada Square,Canada Sq.,Famous Players Canada Square Cinemas,2190 Yonge Street,Toronto,ON,M4S 2C6,CA,0,0,0,0
7404,CPX Scarborough,Coli. Scar.,Cineplex Cinemas Scarborough,"Scarborough Town Centre, 300 Borough Drive",Scarborough,ON,M1P 4P5,CA,0,1,1,0
7405,SC Richmond Hill,SC R. Hill,SilverCity Richmond Hill Cinemas,8725 Yonge Street,Richmond Hill,ON,L4C 6Z1,CA,0,1,0,0
7406,CPX Yorkdale,CPX Yorkdale,Cineplex Cinemas Yorkdale,"Yorkdale Shopping Centre, 3401 Dufferin Street ",Toronto,ON,M6A 2T9,CA,0,1,1,0
7407,SC Newmarket ,SC N.Market,SilverCity Newmarket Cinemas and XSCAPE Entertainment Centre,18195 Yonge Street,East Gwillimbury,ON,L9N 0H9,CA,0,1,1,0
7408,CPX Vaughan,CPX Vaughan,Cineplex Cinemas Vaughan,3555 Highway 7 West,Vaughan,ON,L4L 6B1,CA,0,1,1,0
7409,GLX Belleville,Belleville,Galaxy Cinemas Belleville,160 Bell Boulevard,Belleville,ON,K8P 5L2,CA,0,1,1,0
7410,FP Pickering 8,Pickering,Famous Players Pickering 8 Cinemas,"Pickering Town Centre, 1355 Kingston Road",Pickering,ON,L1V 1B8,CA,0,0,0,0
7411,SC Brampton,SC Brampton,SilverCity Brampton Cinemas ,50 Great Lakes Drive,Brampton,ON,L6R 2K7,CA,0,1,0,0
7412,FP Gateway 6,Gateway Brampto,Gateway 6 Brampton,5 Gateway Boulevard,Brampton,ON,L6T 4X2,CA,0,0,0,0
7413,SC Burlington,SC Burling.,SilverCity Burlington Cinemas,1250 Brant Street,Burlington,ON,L7P 1X8,CA,0,1,1,0
7414,Jackson Square,Jackson Sq.,Jackson Square,2 King Street west,Hamilton,ON,L8P 1A1,CA,0,1,0,0
7415,CPX Ancaster,CPX Ancaster,Cineplex Cinemas Ancaster,771 Golf Links Road,Ancaster,ON,L9G 3K9,CA,0,1,1,0
7416,Capitol Kingston,Capitol Kin,Capitol 7 Kingston,213-223 Princess Street,Kingston,ON,K7L 1B3,CA,0,0,0,0
7417,SC Mississauga,SC Mississ.,SilverCity Mississauga Cinemas,3055 Vega Boulevard,Mississauga,ON,L5L 5B5,CA,0,1,0,0
7418,SilverCity Kitchener,SC Kitchenr,SilverCity Kitchener,135 Gateway Park Drive,Kitchener,ON,N2P 2J4,CA,0,0,0,0
7419,Kings College,Kings College,Kings College,262 King St West,Kitchener,ON,N2G 1B6,CA,0,0,0,0
7420,CPX Mississauga,CPX Mississauga,Cineplex Cinemas Mississauga,309 Rathburn Road West,Mississauga,ON,L5B 4C1,CA,0,1,1,0
7421,Wellington,Wellington,Wellington 8,983 Wellington Rd. South,London,ON,N6E 3A9,CA,0,0,0,0
7422,SC London,SC London,SilverCity London Cinemas ,1680 Richmond Street,London,ON,N6G 3Y9,CA,0,1,1,0
7423,FP Oshawa Centre 8,Oshawa Centre,Oshawa Centre 8,419 King Street West,Oshawa,ON,L1J 2K5,CA,0,0,0,0
7424,CPX Ottawa,Coli.Ottawa,Cineplex Cinemas Ottawa,3090 Carling Avenue,Ottawa,ON,K2B 7K2,CA,0,1,1,0
7425,Rideau Centre,Rideau,Rideau Centre,50 Rideau Street,Ottawa,ON,K1N 9J7,CA,0,0,0,0
7426,SilverCity St. Catharines,SC St. Cat.,SilverCity St. Catharines,Pen Centre Shopping Mall,St. Catharines,ON,L2T 2K9,CA,0,0,0,0
7427,FP Lambton 9,Lambton,Famous Players Lambton 9 Cinemas,1450 London Road,Sarnia,ON,N7S 1P7,CA,0,0,0,0
7428,SBNK Ottawa,SBNK Ottawa,Scotiabank Theatre Ottawa (formerly SilverCity Gloucester),2385 City Park Drive,Ottawa,ON,K1J 1G1,CA,0,1,1,0
7429,SC Sudbury,SC Sudbury,SilverCity Sudbury Cinemas ,355 Barrydowne Road,Sudbury,ON,P3B 4K4,CA,0,1,1,0
7430,SC Thunder Bay,SC T. Bay,SilverCity Thunder Bay Cinemas ,850 North May Street,Thunder Bay,ON,P7C 6A5,CA,0,1,1,0
7431,SC Windsor,SC Windsor,SilverCity Windsor Cinemas ,4611 Walker Road,Windsor,ON,N8W 3T6,CA,0,1,1,0
7432,Alliance Beaches,Beaches,The Beach Cinemas - Alliance Cinemas,1651 Queen Street West,Toronto,ON,M4L 1G5,CA,0,0,0,0
7433,Alliance Bayview Village,Bayview Vil,Bayview Village - Alliance Atlantis Cinemas,2901 Bayview Avenue,Toronto,ON,M2K 1E6,CA,0,0,0,0
7434,Alliance Cumberland,Cumberland,Cumberland Four Cinemas,159 Cumberland Street,Toronto,ON,M5R 1A2,CA,0,0,0,0
7435,"Cedarbrae,Toronto",Cedarbr,"Cedarbrae,Toronto",FP Closed,Toronto,ON,,CA,0,0,0,0
7436,"Uptown, toronto","Uptown, toronto","Uptown, toronto",FP Closed,Toronto,ON,,CA,0,0,0,0
7475,"PARKWAY 6, RICHMOND HILL(CLOSED)","PARKWAY 6, Rich","PARKWAY 6, RICHMOND HILL(CLOSED)",FP Closed,RICHMOND HILL,ON,,CA,0,0,0,0
7477,CAPITOL THEATRE,"CAPITOL, London",CAPITOL THEATRE,FP Closed,Toronto,ON,,CA,0,0,0,0
7478,VICTORIA TERRACE 6 CINEMAS, VICTORIA TERRA,VICTORIA TERRACE 6 CINEMAS,FP Closed,Toronto,ON,,CA,0,0,0,0
7479,NORTH YORK SHERIDAN CINEMAS,"SHERIDAN, North",NORTH YORK SHERIDAN CINEMAS,FP Closed,Toronto,ON,,CA,0,0,0,0
7480,EGLINTON THEATRE,"EGLINTON, Toron",EGLINTON THEATRE,FP Closed,Toronto,ON,,CA,0,0,0,0
7481,PLAZA CINEMAS(CLOSED),"PLAZA, Toronto",PLAZA CINEMAS(CLOSED),FP Closed,Toronto,ON,,CA,0,0,0,0
7482,GLENWAY CINEMAS(CLOSED),"GLENWAY, Newmar",GLENWAY CINEMAS(CLOSED),FP Closed,Newmarket,ON,,CA,0,0,0,0
7483,LIME RIDGE MALL CINEMAS(CLOSED),"LIME RIDGE, Ham",LIME RIDGE MALL CINEMAS(CLOSED),FP Closed,Hamilton,ON,,CA,0,0,0,0
7484,SUSSEX CENTRE CINEMAS(CLOSED),"SUSSEX CENTRE, ",SUSSEX CENTRE CINEMAS(CLOSED),FP Closed,Mississauga,ON,,CA,0,0,0,0
7485,MARKVILLE MALL CINEMAS(CLOSED),"MARKVILLE, Mark",MARKVILLE MALL CINEMAS(CLOSED),FP Closed,Markham ,ON,,CA,0,0,0,0
7486,OAKVILLE TOWN CENTRE CINEMAS(CLOSED),"CINEMAS, Oakvil",OAKVILLE TOWN CENTRE CINEMAS(CLOSED),FP Closed,Oakville ,ON,,CA,0,0,0,0
7487,LINCOLN MALL CINEMAS(CLOSED),"LINCOLN MALL, S",LINCOLN MALL CINEMAS(CLOSED),FP Closed,St. Catharines,ON,,CA,0,0,0,0
7488,FIESTA MALL CINEMAS(CLOSED),"FIESTA, Stoney ",FIESTA MALL CINEMAS(CLOSED),FP Closed,Stoney Creek,ON,,CA,0,0,0,0
7489,GLOUCESTER CINEMAS(CLOSED),"GLOUCESTER 5, G",GLOUCESTER CINEMAS(CLOSED),FP Closed,Ottawa,ON,,CA,0,0,0,0
7490,"CITY CENTRE,SUDB(CLOSED)","CITY CENTRE, Su","CITY CENTRE,SUDB(CLOSED)",FP Closed,Sudbury,ON,,CA,0,0,0,0
7491,PARKWAY 5 CINEMAS(CLOSED),"PARKWAY 5, Wind",PARKWAY 5 CINEMAS(CLOSED),FP Closed,Windsor,ON,,CA,0,0,0,0
7492,DEVONSHIRE MALL CINEMAS(CLOSED),"DEVONSHIRE, Win",DEVONSHIRE MALL CINEMAS(CLOSED),FP Closed,Windsor,ON,,CA,0,0,0,0
7519,Concession load use,,Concession load use,,,ON,,CA,0,0,0,0
7816,Outtakes On Yonge,Outtakes On Yonge,Outtakes On Yonge,1303 Yonge Street,Toronto,ON,M4T 2Y9,CA,0,0,0,0
7823,YoYo Pergola,YoYo Pergola,YoYo?s Yogurt Caf Pergola,"79 Clair Road East, Unit 4",Guelph,ON,N1L 0J7,CA,0,0,0,0
8001,The Rec Room Avalon Mall,RR Avalon ML,The Rec Room Avalon Mall,2210 - 48 Kenmount Road,St. John's,NL,A1B 1W3,CA,0,0,0,0
8101,CPX Torbay,CPX Torbay,Cineplex Cinema Torbay,Torbay Road,St. John's,NL,,CA,0,0,0,0
8122,CPX Mount Pearl,CPX Mount Pearl,Cineplex Cinemas Mount Pearl,760 Topsail Road,St. John's,NL,A1N 3J5,CA,0,0,0,0
8124,CPX Millbrook,CPX Millbrook,Cineplex Cinemas Millbrook,2 Main Street,Corner Brook,NL,A2H 6G7,CA,0,0,0,0
8126,SBNK St. John's,SBNK St. John's,Scotiabank Theatre St. John's,Avalon Mall,St. John's,NL,A1B 1W3,CA,0,1,0,0
9100,C.P. Chateauguay (9100 - Closed 2005),CPChateaug'y,C.P. Chateauguay,104 St. Ste-Marguerite Est,Ville Mercier,QC,J6R 2L1,CA,0,0,0,0
9101,Atwater Cinemas,Atwater,Atwater Cinemas,Niveau Metro,Montreal,QC,H3Z 1X5,CA,0,0,0,0
9104,Berri Cinemas,Berri Cinemas,Berri Cinemas,1280 St. Denis Street,Montreal,QC,H2X 3J6,CA,0,0,0,0
9105,Brossard Cinemas,Brossard,Brossard Cinemas,2150 Boul Lapiniere,Brossard,QC,J4W 2T5,CA,0,0,0,0
9107,Complex Desjardins Cinemas,Complex Desjar,Complex Desjardins Cinemas,1 Place Desjardins,Montreal,QC,H5B 1B5,CA,0,0,0,0
9109,CPX Montreal Forum,Montreal Forum,Cinma Cineplex Forum,2313 St. Catherine St. West Suite 101,Montral,QC,H3H 1N2,CA,0,0,0,0
9111,Cotes Des Neiges,Cot.DesNeige,Cote des Neiges,6700 Cote Des Neiges,Montreal,QC,H3S 2B2,CA,0,0,0,0
9112,C.P. Boucherville,Boucherville,Cin-parc Cineplex Odeon Boucherville,1700 rue Eiffel,Boucherville,QC,J4B 7W1,CA,0,0,0,0
9114,C.P. Laval,CP Laval,C.P. Laval,8000 Autoroute Des Laurentides,Laval,QC,H7P 2N5,CA,0,0,0,0
9115,Cremazie Theatre,Cremazie,Cremazie Theatre,8610 Rue St Denis,Montreal,QC,H2P 2H2,CA,0,0,0,0
9116,Decarie Square Cinemas,Decarie Sq,Decarie Square Cinemas,6900 Boul Decarie,Montreal,QC,H3X 2T8,CA,0,0,0,0
9117,Le Faubourg Cinemas,Le Faubourg,Le Faubourg Cinemas,1616 Ste Catherine Street West,Montreal,QC,H3H 1L7,CA,0,0,0,0
9118,Jean Talon,Jean Talon,Jean Talon,4255 Rue Jean Talon Est,Montreal,QC,H1S 1J9,CA,0,0,0,0
9119,Carrefour Laval Cinemas,Carrefour Laval,Carrefour Laval Cinemas,2330 Boul. Le Carrefour,Laval,QC,H7T 1X5,CA,0,0,0,0
9120,Cinema 2000 Cinemas,Cinema 2000,Cinema 2000 Cinemas,Centre 2000 Hypermarche,Laval,QC,H7T 1A3,CA,0,0,0,0
9122,Egyptien Cinemas,Egyptien,Egyptien Cinemas,"1455 Rue Peel, 3ieme Etage",Montreal,QC,H3A 1T5,CA,0,0,0,0
9123,Centreville Cinemas,Centreville,Centreville Cinemas,2001 University Street,Montreal,QC,H3A 2A6,CA,0,0,0,0
9124,Place Du Canada,Place Du Canada,Place Du Canada,1010 Lagauchetiere Street West,Montreal,QC, ,CA,0,0,0,0
9125,Pointe Claire Cinemas,Pointe Claire,Pointe Claire Cinemas,6341 Transcanadiene,Pointe Claire,QC,H9R 5A5,CA,0,0,0,0
9126,Centre St-Denis,Centre St-Denis,Centre St-Denis,1590 St. Denis Street,Montreal,QC, ,CA,0,0,0,0
9129,Canardiere Theatre,Canardiere Thea,Canardiere Theatre,Centre D'Achats Canardiere,Quebec City,QC,G1J 1Y4,CA,0,0,0,0
9130,CPX Place Charest,Pl. Charest,Cinma Cineplex Odeon Place Charest,500 Rue Du Pont,Quebec City,QC,G1K 6N4,CA,0,0,0,0
9131,Bois Francs,Bois Francs,Bois Francs,469 Jutras Blvd East,Victoriaville,QC,G6P 7H4,CA,0,0,0,0
9134,Capital Theatre,Capital Sherbro,Capital Theatre,59 King Street East,Sherbrooke,QC,J1G 1A3,CA,0,0,0,0
9135,Carrefour Du Nord Cinemas,Carrefour Du No,Carrefour Du Nord Cinemas,900 Grignon Blvd.,St. Jerome,QC,J7Y 3S7,CA,0,0,0,0
9138,De Paris Cinemas,De Paris,De Paris Cinemas,966 Rue St-Jean,Quebec City,QC,G1R 1R5,CA,0,0,0,0
9139,Place Du Royaume Cinemas,Place Du Royaum,Place Du Royaume Cinemas,1451 Boul. Talbot,Chicoutimi,QC,G7H 7N6,CA,0,0,0,0
9141,De Paris,De Paris,De Paris,957 Rue St-Maurice,Trois Rivieres,QC,999999,CA,0,0,0,0
9142,Le Paris,Le Paris,Le Paris,50 Dufferin Street,Valleyfield,QC, ,CA,0,0,0,0
9143,CPX Saint Bruno,St. Bruno,Cinma Cineplex Odeon St-Bruno,1495 boulevard St-Bruno,St-Bruno,QC,J3V 6J1,CA,0,0,0,0
9144,Les Galleries Laval,Galleries Lava,Les Galleries Laval,1545 Blvd Le Corbusier,Laval,QC,H7S 2K6,CA,0,0,0,0
9145,CPX Place La Salle,Pl. LaSalle,Cinma Cineplex Odeon Place La Salle,7816 Boulevard Champlain,LaSalle,QC,H8P 1B3,CA,0,0,0,0
9146,Cavendish Mall,Cavendish,Cavendish Mall,The Mall Cavendish,Cote St. Luc,QC,H4W 2T5,CA,0,0,0,0
9150,Fleur De Lys,Fleur De Lys,Fleur De Lys,,,QC,,CA,0,0,0,0
9151,Place Longueuil Cinemas,Place Longueuil,Place Longueuil Cinemas,1 Centre Commercial,Longueuil,QC,J4K 2V1,CA,0,0,0,0
9152,Dauphin Cinemas,Dauphin Cinemas,Dauphin Cinemas,2396 Rue Beaubien Est,Montreal,QC,H2G 1N2,CA,0,0,0,0
9153,CPX Dorion,Dorion,Cinma Cineplex Odeon Carrefour Dorion,391 boulevard Harwood,Dorion,QC,J7V 7W1,CA,0,0,0,0
9154,CPX Delson,Delson,Cinma Cineplex Odeon Delson,47 boulevard Georges-Gagn,Delson,QC,J5B 2E5,CA,0,0,0,0
9155,CPX Chateauguay (9155 - Closed 2009),Chateaug'yEC,CPX Chateauguay,180 Boulevard D'Anjou,Chateauguay,QC,J6J 2R3,CA,0,0,0,0
9164,C.P. Beauport,C.P. Beauport,C.P. Beauport,825 Rue Clemenceau,Beauport,QC,G1E 6X9,CA,0,0,0,0
9165,C.P. Trois Rivieres,C.P. Trois Rivi,C.P. Trois Rivieres,1131 Chemin Des Petites Terres,Pointe Du Lac,QC,G0X 1Z0,CA,0,0,0,0
9166,C.P. Saint Nicolas (Do not use),CP DeLaColl,C.P. Saint Nicolas (Do not use),Route Demers,Saint Nicolas,QC,G0S 2Z0,CA,0,0,0,0
9167,C.P. Tracy,C.P. Tracy,C.P. Tracy,2200 Chemin De Golf,Tracy,QC,J3P 5N3,CA,0,0,0,0
9170,Le Laurentien Cinemas,Le Laurentien,Le Laurentien Cinemas,5900 Boul Des Gradins,Quebec City,QC,G1J 1A6,CA,0,0,0,0
9171,CPX Gatineau,Gatineau,CPX Gatineau,120 Rue De L'Hopital,Gatineau,QC,J8T 8M2,CA,0,0,0,0
9172,CPX Latin Quarter,LatinQuarter,Cinma Cineplex Odeon Quartier Latin,350 rue Emery,Montral,QC,H2X 1J1,CA,0,0,0,0
9173,CPX Dorion (9173 - Closed 2007),Dorion,Cinma Cineplex Odeon Carrefour Dorion,391 Harwood Boulevard,Dorion,QC,J7V 9Z1,CA,0,0,0,0
9174,CPX Delson (9174 - Closed 2007),Delson,Cinma Cineplex Odeon Delson,900 Boul Georges-Gagne,Delson,QC,J0L 1G0,CA,0,0,0,0
9175,CPX Chateauguay (9175 - Closed 2007),Chateaug'yEC,Cineplex Odeon Encore Chteauguay Cinemas,180 Boulevard D'Anjou,Chateauguay,QC,J6J 2R3,CA,0,0,0,0
9177,CPX Ste-Foy,Ste-Foy,Cinma Cineplex Odeon Ste-Foy,1200 autoroute Duplessis,St. Foy,QC,G2G 2B5,CA,0,0,0,0
9181,CPX Beauport,Beauport,Cinma Cineplex Odeon Beauport,825 rue Clmenceau,Beauport,QC,G1C 2K6,CA,0,0,0,0
9185,CPX Brossard & VIP,Carr.Bross,Cinma Cineplex Odeon Brossard et VIP,9350 boulevard Leduc,Brossard,QC,J4Y 0B3,CA,1,0,0,1
9186,GLX Victoriaville,GLX Victoriaville,Cinma Galaxy Victoriaville,1121 boulevard Jutras Est,Victoriaville,QC,G6S 1J1,CA,0,0,0,0
9188,GLX Sherbrooke,Sherbrooke,Cinma Galaxy Sherbrooke,4204 Bertrand-Fabi,Rock Forest,QC,J1N 3Y2,CA,0,0,0,0
9189,GLX Fleur Delys,Fleur Delys,Cinma Galaxy Fleur-de-Lys,4520 Boulevard Des Rcollets,Trois Rivieres,QC,G9A 4N2,CA,0,0,0,0
9190,GLX Cinecapital,Cinecapital,Cinma Capitol St-Jean,286 rue Richelieu,St. Jean,QC,J3B 6Y4,CA,0,0,0,0
9195,FP Carrefour Angrignon,Carrefour,Cinma Famous Players Carrefour Angrignon,7077 boulevard Newman,LaSalle,QC,H8N 1X1,CA,0,0,0,0
9196,CPX IMAX Galeries Capitale,CPX IMAX Galaries,Cinma Cineplex IMAX aux Galeries de la Capitale,5401 boulevard des Galeries,Qubec,QC,G2K 1N4,CA,0,0,0,0
9200,C.P. Chateauguay (9200 - Closed 2005),CPChateaug'y,C.P. Chateauguay,104 St. Ste-Marguerite Est,Ville Mercier,QC,J6R 2L1,CA,0,0,0,0
9202,Le Nouvel Elysee,Le Nouvel Elyse,Le Nouvel Elysee,35 Milton Street,Montreal,QC,H2X 1V1,CA,0,0,0,0
9203,CPX Boucherville 10,Bouch.ville,Cinma Cineplex Odeon Boucherville,20 boulevard de Mortagne,Boucherville,QC,J4B 5K6,CA,0,0,0,0
9204,Cinema St. Jean,St. Jean,Cinema St. Jean,,,QC,,CA,0,0,0,0
9205,Cinema 9 Rock Forest,Rock Forest,Cinema 9 Rock Forest,,,QC,,CA,0,0,0,0
9206,Victoriaville,Victoriaville,Victoriaville,,,QC,,CA,0,0,0,0
9266,C.P. Saint Nicolas,CP DeLaColl,Cin-parc Odeon St-Nicolas,440 rue Claude Jutras,Saint Nicolas,QC,G7A 3W2,CA,0,0,0,0
9267,CPX Quartier Cavendish,Cavendish,Cinma Cineplex Quartier Cavendish,Le Mail Cavendish,Cote Saint-Luc,QC,H4W 2T5,CA,0,0,0,0
9268,SC Gatineau,SC Gatineau,Cinma Starcit Gatineau,115 boulevard Du Plateau,Hull,QC,J9A 3G1,CA,0,0,0,0
9400,Parisien Cinemas,Parisien,Le Parisien,480 Rue Ste. Catherine O.,Montreal,QC,H3B 1A6,CA,0,0,0,0
9401,SC Montral,SC Montreal,Cinma Starcit Montral,4825 avenue Pierre De Coubertin,Montral,QC,H1V 3V4,CA,0,0,0,0
9402,FP Versailles ,Versailles,Versailles,7275 Rue Sherbrooke E.,Montreal,QC,H1N 1E9,CA,0,0,0,0
9403,Centre Eaton,Eaton,Centre Eaton,705 Rue Ste. Catherine O.,Montreal,QC,H3B 4G5,CA,0,0,0,0
9404,FP Pointe Claire,FP P.Claire,Famous Players 8 Pointe Claire,185 Boul. Hymus,Pointe Claire,QC,H9R 1E9,CA,0,0,0,0
9405,Carrefour Angrignon,Angrignon,Carrefour Angrignon,7075 Newman Blvd.,LaSalle,QC,H8N 1X1,CA,0,0,0,0
9406,SBNK Montral,Scotia Montreal,Cinma Banque Scotia Montral,977 rue Sainte-Catherine Ouest,Montral,QC,H3B 4W3,CA,0,0,0,0
9407,CPX Kirkland,Cpx.Krklnd,Cinma Cineplex Kirkland,3200 rue Jean Yves,Kirkland,QC,H9J 2R6,CA,0,0,0,0
9408,CPX Laval,CPX Laval,Cinma Cineplex Laval ,2800 avenue Du Cosmodme,Laval,QC,H7T 2X1,CA,0,0,0,0
9409,Starcit Hull,SC Hull,Starcit Hull,115 boul. Du Plateau,Hull,QC,J9A 3G1,CA,0,0,0,0
9410,Les Galeries De Capitales,Les Galeries,Les Galeries de la Capitale,5401 boul. Des Galeries,Quebec City,QC,G2K 1N4,CA,0,0,0,0
9411,Starcit Ste-Foy,SC St. Foy,StarCit Ste-Foy,"1150, boul. Duplessis",St. Foy,QC,G2G 2B5,CA,0,0,0,0
9412,"Cinema Laval,Montreal",Cinema Laval,"Cinema Laval,Montreal",FP Closed,Montreal,QC,,CA,0,0,0,0
9413,"Dorval Cinemas 4, Montreal",Dorval ,"Dorval Cinemas 4, Montreal",FP Closed,Montreal,QC,,CA,0,0,0,0
9429,"PALACE 6, Montreal","PALACE 6, Montr","PALACE 6, Montreal",FP Closed,Montreal,QC,,CA,0,0,0,0
9430,"CINEMA CARNIVAL, GREENFIELD PARK",FAMOUS PLAYERS ,"CINEMA CARNIVAL, GREENFIELD PARK",FP Closed,Montreal,QC,,CA,0,0,0,0
9431,LES PROMENADES DE L'OUTAOUAIS (CLOSED),"LES PROMENADES,",LES PROMENADES DE L'OUTAOUAIS (CLOSED),FP Closed,Gatineau,QC,,CA,0,0,0,0
9432,CARREFOUR DE L'ESTRIE CINEMAS(CLOSED),"CARREFOUR, Sher",CARREFOUR DE L'ESTRIE CINEMAS(CLOSED),FP Closed,Sherbrooke,QC,,CA,0,0,0,0
9999,_SCENE,,,,,  ,,  ,0,0,0,0
18019,CDM London,CDM London,CDM London,"220 Dundas St., 8th Floor",London,ON,N6A 1H3,CA,0,0,0,0
18022,CDM Toronto,CDM Toronto,CDM Toronto,1300 Yonge Street 2nd Floor,Toronto,ON,M4T 1X3,CA,0,0,0,0
41400,CSI - BRITISH COLUMBIA,CSI - BC,CSI - BRITISH COLUMBIA,118 - 1585 Broadway Street,Port Coquitlam,BC,V3C 2M7,CA,0,0,0,0
43425,CSI - ALBERTA SOUTH - CALGARY,CSI - AB SOUTH - CAL,CSI - ALBERTA SOUTH - CALGARY,9 - 415 60th Ave. SE,Calgary,AB,T2H 2J5,CA,0,0,0,0
43435,CSI - ALBERTA NORTH - EDMONTON,CSI - AB NORTH - EDM,CSI - ALBERTA NORTH - EDMONTON,100 - 17873 106A Ave. NW,Edmonton,AB,T5S 1V8,CA,0,0,0,0
47400,CSI - ONTARIO CENTRAL - RONSON WAREHOUSE,CSI - ON - RONSON WA,CSI - ONTARIO CENTRAL - RONSON WAREHOUSE,70 Ronson Dr.,Toronto,ON,M9W 1B6,CA,0,0,0,0
47420,CSI - ONTARIO EAST - OTTAWA,CSI - ON EAST - OTTA,CSI - ONTARIO EAST - OTTAWA,18E Enterprise Ave.,Ottawa,ON,K2G 0A6,CA,0,0,0,0
47430,CSI - ONTARIO WEST - LONDON,CSI - ON WEST - LOND,CSI - ONTARIO WEST - LONDON,205C Exeter Rd. ,London,ON,N6L 1A4,CA,0,0,0,0
47450,CSI - ONTARIO WEST - HAMILTON,CSI - ON WEST - HAMI,CSI - ONTARIO WEST - HAMILTON,"70 Nebo Road, Unit 2",Hamilton,ON,L8W 2E3,CA,0,0,0,0
47910,CSI - HEAD OFFICE - ADMIN & WAREHOUSE,CSI - HO - ADMIN & W,CSI - HEAD OFFICE - ADMIN & WAREHOUSE,25 Enterprise Rd.,Toronto,ON,M9W 1C4,CA,0,0,0,0
47926,Fantasy Fair Woodbine Mall,Fantasy Fair,Fantasy Fair Woodbine Mall,500 Rexdale Blvd,Etobicoke,ON,M9W 6K5,CA,0,0,0,0
49410,CSI - QUEBEC,CSI - QUEBEC,CSI - QUEBEC,1200 Rue Begin,St. Laurent,QC,H4R 1X1,CA,0,0,0,0